N_neighbourhood,N_district,Neighbourhood,District,Mean_Income_Year,Percentage_Female,Percentage_0_15,Percentage_16_25,Percentage_26_65,Percentage_66_Plus,Points_Daily_Food,Points_Daily_Others,Points_House_Euipment,Points_Clothing,Points_Culture,Points_Vehicles,Points_State_Agents,Points_Education,Points_Finances,Points_Restaurants_Hotels,Points_Health,Points_Departments_Stores,Points_Souvenirs_Thrift_Store,Points_Car_Parks,Points_Esthetics,Points_Sports,Points_Religion,Points_Administration,2017_06_Airbnb_Number,2017_06_Airbnb_Price,2017_06_Airbnb_Price_Person,2017_06_Airbnb_Location_Score,Alone_18_25,Alone_25_64,Alone_65_Plus,Household,Education_None,Education_Elementary_School,Education_Middle_School,Education_High_School,Education_University,Origin_Spain,Origin_italy,Origin_France,Origin_UK,Origin_Romania,Origin_Germany,Origin_Russia,Origin_Ucrany,Origin_Portugal,Origin_Netherlands,Origin_Poland,Origin_Bulgaria,Origin_Sweden,Origin_Belgium,Origin_Ireland,Origin_Greece,Origin_Other_Europe,Origin_Morocco,Origin_Argelia,Origin_Senegal,Origin_Other_Africa,Origin_Bolivia,Origin_Colombia,Origin_Peru,Origin_Ecuator,Origin_Honduras,Origin_Brazil,Origin_Venezuela,Origin_Argentina,Origin_Dominican_Republic,Origin_USA,Origin_Mexico,Origin_Paraguay,Origin_Chile,Origin_Cuba,Origin_Uruguay,Origin_Salvador,Origin_Other_America,Origin_China,Origin_Pakistan,Origin_Philippines,Origin_India,Origin_Bangladesh,Origin_Georgia,Origin_Armenia,Origin_Japan,Origin_Nepal,Origin_Other_Asia,Origin_Oceania
30,6,la salut,gracia,17804.39135381115,0.5406143344709897,0.13143723928706863,0.08805460750853242,0.5436480849450133,0.23686006825938566,71,14,8,18,7,1,2,12,7,49,18,0,34,2,17,3,6,0,128,71.71875,24.278410218253967,9.037735849056604,0.0022753128555176336,0.06818354190367842,0.11831626848691695,2.45  ,0.01471368979901403,0.1043610163064088,0.15183921122487676,0.24178991277967388,0.34577171027682974,0.8735684489950701,0.02062950322335988,0.007356844899507015,0.004095563139931741,0.0034888130451270383,0.005005688282138794,0.003261281759575275,0.0019719378081152826,0.0034129692832764505,0.0016685627607129314,0.0022753128555176336,7.584376185058778e-05,0.0011376564277588168,0.0006825938566552901,0.00022753128555176336,0.0008342813803564657,0.0038680318543799774,0.006295032233598787,0.001061812665908229,0.0008342813803564657,0.002806219188471748,0.002502844141069397,0.005081532043989382,0.003109594235874099,0.002502844141069397,0.002502844141069397,0.0020477815699658703,0.002882062950322336,0.003109594235874099,0.0013651877133105802,0.002427000379218809,0.0037921880925293893,0.0007584376185058779,0.002123625331816458,0.0009101251422070534,0.001441031475161168,0.001061812665908229,0.0007584376185058779,0.00652256351915055,0.002199469093667046,0.0007584376185058779,0.0030337504740235114,0.0005309063329541145,0.0006067500948047023,0.00022753128555176336,0.0008342813803564657,0.0,0.003337125521425863,0.0003792188092529389
31,6,la vila de gracia,gracia,16297.361730685721,0.5453199636808653,0.12295211401050096,0.08100746121353282,0.6112273498874896,0.18481307488847656,371,146,154,360,108,5,36,135,45,505,108,1,26,29,213,42,22,14,1188,86.01178451178451,28.3314491718532,9.687370600414079,0.0033950495440369507,0.08611999131498954,0.13461787927835459,2.24  ,0.017547668864237496,0.1101812009000829,0.13633492558525126,0.21986893529667206,0.3866013974971379,0.7990407011172082,0.03493742844735699,0.018297737949547983,0.010224625952390352,0.0032174016027792032,0.009257431605542616,0.0029213217006829576,0.0014803995104812286,0.0048754490545181795,0.0032174016027792032,0.0021909912755122183,0.0010856263076862343,0.0019738660139749713,0.0018949113734159726,0.0015001381706209783,0.0018159567328569738,0.009040306344005369,0.004757017093679681,0.0005132051636334926,0.0004934665034937428,0.00209229797481347,0.0031581856223599544,0.005408392878291422,0.004855710394378429,0.002605503138446962,0.0013224902293632308,0.005428131538431171,0.004618846472701433,0.005349176897872172,0.0012237969286644822,0.007875725395760137,0.0049544036950771786,0.0020528206545339703,0.00414511862934744,0.0011251036279657338,0.0012632742489439817,0.0008092850657297382,0.002822628399984209,0.007698077454502388,0.004026686668508942,0.0015001381706209783,0.005151790296474675,0.000829023725869488,0.0005132051636334926,0.0002566025818167463,0.0011251036279657338,0.001243535588804232,0.007066440330030397,0.0008092850657297382
32,6,el camp d'en grassot i gracia nova,gracia,17573.78685659355,0.5437094002155611,0.123190305572548,0.0843310320720091,0.5671880917008942,0.22529057065454863,248,62,67,87,47,12,24,46,26,136,53,0,12,14,123,16,6,4,347,77.44380403458213,25.524584149440056,9.379061371841155,0.0019225727519007253,0.08071892568965015,0.13291968889277286,2.31  ,0.016137959159893966,0.10579976113490053,0.15575752279413907,0.2420693873984095,0.349442162603047,0.8673133502286696,0.0201578840047773,0.009175915406798917,0.004631652538669929,0.002738209676949518,0.0036994960528998807,0.00282559934749046,0.0013108450581141308,0.00297124879839203,0.001398234728655073,0.0017769233009991552,0.0008738967054094206,0.001281715167933817,0.0009904162661306768,0.0006408575839669085,0.0010486760464913046,0.0062337964985872,0.00282559934749046,0.00026216901162282616,0.00026216901162282616,0.001194325497392875,0.0035829764921786245,0.0047481720993911855,0.0036994960528998807,0.0034081971510967406,0.0019808325322613536,0.003146028139473914,0.0036994960528998807,0.0034955868216376825,0.0011651956072125608,0.0024177808849660636,0.0035538466019983104,0.0008156369250487926,0.0022138716537038654,0.0009321564857700486,0.0011069358268519327,0.0005243380232456523,0.001514754289376329,0.0110110984881587,0.0024177808849660636,0.0006699874741472225,0.003146028139473914,0.0002912989018031402,0.0012525852777535028,0.001485624399196015,0.0009321564857700486,0.00282559934749046,0.0027090797867692037,0.00023303912144251215
33,7,el baix guinardo,horta guinardo,15252.730484574633,0.5397709566843253,0.11689778747273294,0.08421626674976629,0.5649345590526644,0.2339513867248364,75,23,23,30,15,6,12,27,15,108,26,0,6,7,55,6,3,3,155,64.72903225806452,29.38154377880184,9.308943089430894,0.0009348706762231225,0.07288095980056092,0.12546743533811155,2.38  ,0.02617637893424743,0.1366469305079464,0.18977874727329386,0.24478030539108755,0.27641009660330323,0.8666640698036772,0.017528825179183548,0.005492365222810844,0.0036615768152072296,0.004245870987846681,0.002259270800872546,0.0032330944219382987,0.002337176690557806,0.002687753194141477,0.0008959177313804924,0.001519164848862574,0.0006622000623247117,0.0005453412277968214,0.0005842941726394515,0.00038952944842630103,0.00023371766905578062,0.004323776877531942,0.00381738859457775,0.0006622000623247117,0.0005063882829541913,0.001441258959177314,0.004791212215643503,0.006583047678404487,0.006894671237145528,0.004129012153318791,0.0032720473667809287,0.0031551885322530383,0.005063882829541913,0.004090059208476161,0.0017918354627609848,0.001168588345278903,0.002570894359613587,0.004129012153318791,0.0020255531318167652,0.0017528825179183546,0.001480211904019944,0.0008180118416952322,0.0012075412901215333,0.009348706762231224,0.004713306325958243,0.00038952944842630103,0.001168588345278903,7.79058896852602e-05,0.002337176690557806,0.00038952944842630103,0.0005453412277968214,0.002687753194141477,0.0020255531318167652,7.79058896852602e-05
34,7,can baro,horta guinardo,14126.93139871025,0.5314654213920391,0.12630642650655993,0.08872581721147432,0.5650433622414943,0.21992439404047143,24,11,2,2,2,0,0,3,1,19,2,0,1,0,9,3,0,0,52,65.88461538461539,21.546955128205127,8.555555555555555,0.0011118523460084502,0.07516121859017122,0.1251945741605515,2.37  ,0.03368912608405604,0.16977985323549033,0.2126973537914165,0.2208138759172782,0.2274849899933289,0.8617967533911497,0.01467645096731154,0.007227040249054926,0.002779630865021125,0.004780965087836335,0.00378029797642873,0.00555926173004225,0.00266844563042028,0.00155659328441183,0.00133422281521014,0.0020013342228152103,0.0025572603958194354,0.0012230375806092952,0.000778296642205915,0.00022237046920169,0.000333555703802535,0.00578163219924394,0.0023348899266177454,0.00177896375361352,0.0005559261730042251,0.003891483211029575,0.00289081609962197,0.004447409384033801,0.005003335557038025,0.005003335557038025,0.00600400266844563,0.003891483211029575,0.003446742272626195,0.004336224149432955,0.00155659328441183,0.001445408049810985,0.0005559261730042251,0.0021125194574160553,0.004002668445630421,0.001890148988214365,0.0005559261730042251,0.00044474093840338,0.001890148988214365,0.00867244829886591,0.008116522125861685,0.00022237046920169,0.00133422281521014,0.00022237046920169,0.00088948187680676,0.00066711140760507,0.000778296642205915,0.0005559261730042251,0.003891483211029575,0.00022237046920169
35,7,el guinardo,horta guinardo,14869.921161598157,0.533331505196479,0.13403899415910275,0.08794252337730002,0.5629473222365426,0.2150711602270546,129,51,37,40,21,7,21,36,24,120,33,0,8,8,83,11,8,0,188,65.44148936170212,22.684682117527863,8.90625,0.0018646995914114132,0.0735733677023062,0.12350892587819125,2.38  ,0.022650615625085694,0.14105903967971042,0.19497079551375215,0.24578385937971317,0.25124084788987305,0.8631639564537801,0.012175391449803933,0.00589574135519785,0.0027147832286724986,0.0048811254010475225,0.002166342172375024,0.0033729124962294677,0.0033729124962294677,0.001480790852003181,0.0007403954260015905,0.0016453231688924232,0.0012339923766693174,0.0005758631091123482,0.0008500836372610853,0.00030164258096361096,0.0004113307922231058,0.004085885869416185,0.006499026517125072,0.0005758631091123482,0.000493596950667727,0.0020840760139304026,0.005923163408012724,0.008418570214166232,0.006965201414977925,0.005923163408012724,0.00589574135519785,0.0029067375983766143,0.0038665094468971948,0.004798859242602901,0.0034003345490443413,0.0012614144294841912,0.0020292319083006554,0.00493596950667727,0.0020840760139304026,0.0012065703238544438,0.0010694600597800751,0.001371102640743686,0.0012065703238544438,0.007239421943126662,0.004003619710971564,0.0004387528450379795,0.0012614144294841912,0.0002742205281487372,0.0018921216442262868,0.0019469657498560342,0.0006581292675569693,0.0003839087394082321,0.001755011380151918,5.484410562974744e-05
36,7,la font d'en fargues,horta guinardo,17530.299584354685,0.5244591282105936,0.15187040392198656,0.09101566663114143,0.5302142172013216,0.22689971224555047,4,8,4,1,0,1,3,16,1,14,3,0,0,0,7,2,1,0,27,87.22222222222223,23.06351410934744,8.333333333333334,0.0007460300543536182,0.057018011297026536,0.09240115101779814,2.54  ,0.018970478524992007,0.12448044335500373,0.19258232974528403,0.24064798039006716,0.25844612597250344,0.943088564425024,0.0055419375466268786,0.002984120217414473,0.0018117872748587872,0.0026643930512629224,0.0021315144410103378,0.002024938718959821,0.0021315144410103378,0.0011723329425556857,0.0007460300543536182,0.0003197271661515507,0.0003197271661515507,0.00021315144410103377,0.0008526057764041351,0.00010657572205051689,0.0,0.0017052115528082702,0.0017052115528082702,0.00042630288820206754,0.00010657572205051689,0.0008526057764041351,0.0034104231056165404,0.0013854843866567196,0.0011723329425556857,0.003836725993818608,0.0022380901630608546,0.0014920601087072365,0.0013854843866567196,0.0015986358307577533,0.0006394543323031014,0.0005328786102525844,0.0005328786102525844,0.0011723329425556857,0.0014920601087072365,0.000959181498454652,0.00042630288820206754,0.00021315144410103377,0.00042630288820206754,0.0014920601087072365,0.0007460300543536182,0.00042630288820206754,0.0008526057764041351,0.0,0.00042630288820206754,0.00021315144410103377,0.0005328786102525844,0.0,0.0021315144410103378,0.00010657572205051689
37,7,el carmel,horta guinardo,10942.78656777915,0.5222655383347596,0.13910811067794998,0.09194637253969763,0.5518684035371304,0.21707711324522203,149,38,31,31,16,0,19,23,15,74,18,0,11,1,73,1,3,5,83,42.25301204819277,17.84890992541595,8.523809523809524,0.0014262622420842446,0.06072707679629806,0.10452917498652975,2.48  ,0.049855789039967034,0.2357136065417895,0.2702291528002282,0.18338562961554308,0.10671611042439226,0.8634908560742924,0.007384868942347311,0.002694050901714684,0.0012677886596304396,0.00541979651992013,0.0010459256441951127,0.004278786726252734,0.003391334664511426,0.0014579569585750054,0.0006021996133244588,0.0014262622420842446,0.0017749041234826155,0.0004437260308706539,0.00041203131437989287,0.0005388101803429368,0.00022186301543532694,0.002757440334696206,0.008177236854616335,0.0012043992266489176,0.0009825362112135907,0.0018382935564641375,0.01308991791068429,0.004373870875725017,0.005926911983772305,0.011124845488257108,0.007796900256727204,0.0014896516750657666,0.003042692783113055,0.003930144844854363,0.003042692783113055,0.0006972837627967418,0.0008874520617413078,0.0038033659788913187,0.0012360939431396785,0.0011093150771766347,0.0010142309277043518,0.002694050901714684,0.0009825362112135907,0.00541979651992013,0.009128078349339165,0.0006021996133244588,0.0008874520617413078,0.00025355773192608795,0.002694050901714684,0.003169471649076099,0.00015847358245380495,0.00025355773192608795,0.0013628728091027225,0.0
38,7,la teixonera,horta guinardo,12189.903692228247,0.5167398227041914,0.13434891126602977,0.09450038729666925,0.5630432911610294,0.20810741027627164,53,11,4,2,1,3,2,4,2,27,3,0,3,0,15,0,1,1,23,41.52173913043478,19.815942028985507,8.294117647058824,0.001893450382993373,0.06609863155176865,0.10827093553662105,2.44  ,0.041397710646355106,0.2159394095877442,0.2525174283501162,0.20191066356829332,0.14218091057750237,0.8653068250279714,0.009036922282468371,0.002754109647990361,0.0006885274119975902,0.004217230398485239,0.0010327911179963851,0.004131164471985541,0.004131164471985541,0.0023237800154918666,0.00043032963249849387,0.0012049229709957827,0.0012049229709957827,0.000774593338497289,0.00017213185299939755,0.00017213185299939755,0.00017213185299939755,0.0036147689129873485,0.006024614854978914,0.0013770548239951804,0.00017213185299939755,0.002151648162492469,0.008004131164471986,0.004991823736982528,0.006627076340476806,0.006110680781478613,0.0074016696789740944,0.0029262415009897584,0.004647560030983733,0.003786900765986746,0.003959032618986143,0.00017213185299939755,0.002237714088992168,0.0037008348394870472,0.004045098545485842,0.0013770548239951804,0.001118857044496084,0.0020655822359927703,0.0016352526034942767,0.003356571133488252,0.009725449694465961,0.0002581977794990963,0.006541010413977107,0.0002581977794990963,0.001549186676994578,0.000774593338497289,8.606592649969878e-05,0.0010327911179963851,0.0016352526034942767,8.606592649969878e-05
39,7,sant genis dels agudells,horta guinardo,13111.776918587686,0.5334111467756055,0.12751677852348994,0.09104172745841844,0.5205719288007004,0.2608695652173913,10,8,3,3,2,0,0,8,4,15,5,0,1,0,7,1,2,0,24,70.41666666666667,27.284722222222225,8.789473684210526,0.0013131018383425736,0.061715786402100965,0.11657426320396849,2.43  ,0.052232273125182374,0.19871607820250947,0.23460752845053984,0.21286839801575722,0.1736212430697403,0.8843011380215933,0.0077327108257951565,0.0035016049022468633,0.0020426028596440037,0.003647505106507149,0.0032098044937262913,0.004377006127808579,0.004522906332068865,0.0016049022468631457,0.0007295010213014298,0.0013131018383425736,0.0007295010213014298,0.00014590020426028595,0.0,0.0004377006127808579,0.0002918004085205719,0.0029180040852057193,0.00758681062153487,0.0007295010213014298,0.0005836008170411438,0.003647505106507149,0.00539830755763058,0.005544207761890867,0.012693317770644879,0.005544207761890867,0.007878611030055441,0.0017508024511234317,0.0071491100087540125,0.0032098044937262913,0.0029180040852057193,0.0017508024511234317,0.0014590020426028597,0.003793405310767435,0.0024803034724248615,0.0010213014298220018,0.0014590020426028597,0.0010213014298220018,0.0016049022468631457,0.004814706740589437,0.0021885030639042895,0.00014590020426028595,0.0018967026553837175,0.0,0.0017508024511234317,0.0,0.0004377006127808579,0.0007295010213014298,0.004085205719288007,0.00014590020426028595
40,7,montbau,horta guinardo,14018.892787142297,0.5531164249313995,0.11897295178361426,0.08428067424539397,0.49803998431987456,0.29870638965111723,10,7,0,1,1,0,2,10,4,16,12,0,0,0,6,4,3,1,12,41.25,21.402777777777782,8.714285714285714,0.0009800078400627205,0.058604468835750684,0.13328106624852998,2.42  ,0.058212465699725595,0.17542140337122697,0.2114856918855351,0.22324578596628772,0.21364170913367306,0.898079184633477,0.008232065856526851,0.0015680125441003528,0.0017640141121128968,0.005880047040376323,0.0005880047040376323,0.005488043904351235,0.002548020384163073,0.0009800078400627205,0.0007840062720501764,0.0015680125441003528,0.0005880047040376323,0.0001960015680125441,0.0003920031360250882,0.0003920031360250882,0.0001960015680125441,0.001960015680125441,0.004900039200313603,0.0011760094080752645,0.0003920031360250882,0.002548020384163073,0.0031360250882007056,0.006860054880439044,0.004116032928263426,0.0029400235201881616,0.006272050176401411,0.002548020384163073,0.002548020384163073,0.004508036064288515,0.002548020384163073,0.0009800078400627205,0.0029400235201881616,0.0033320266562132496,0.011368090944727557,0.0005880047040376323,0.0017640141121128968,0.0003920031360250882,0.0009800078400627205,0.0031360250882007056,0.0033320266562132496,0.0001960015680125441,0.002352018816150529,0.0,0.0009800078400627205,0.0027440219521756176,0.0001960015680125441,0.0007840062720501764,0.0017640141121128968,0.0
41,7,la vall d'hebron,horta guinardo,16526.298928077456,0.526106500691563,0.1310511756569848,0.09042185338865837,0.5281811894882434,0.2503457814661134,8,3,2,0,0,0,2,8,3,13,3,0,3,0,4,8,2,2,8,55.75,26.104166666666668,9.0,0.00034578146611341634,0.05532503457814661,0.10909405255878285,2.46  ,0.024031811894882436,0.15266251728907332,0.1862033195020747,0.2328838174273859,0.25899031811894885,0.9097510373443983,0.0074343015214384505,0.0025933609958506223,0.001037344398340249,0.006224066390041493,0.0029391424619640387,0.007261410788381743,0.0031120331950207467,0.0015560165975103733,0.00034578146611341634,0.0005186721991701245,0.0019017980636237897,0.0,0.0,0.001037344398340249,0.0012102351313969572,0.0019017980636237897,0.002247579529737206,0.0,0.0005186721991701245,0.0019017980636237897,0.0012102351313969572,0.007261410788381743,0.007261410788381743,0.0015560165975103733,0.0029391424619640387,0.002074688796680498,0.0038035961272475795,0.0015560165975103733,0.0027662517289073307,0.00034578146611341634,0.0012102351313969572,0.0019017980636237897,0.004149377593360996,0.0012102351313969572,0.00017289073305670817,0.0,0.0005186721991701245,0.0025933609958506223,0.0,0.00017289073305670817,0.0012102351313969572,0.00017289073305670817,0.0006915629322268327,0.0008644536652835408,0.0,0.0,0.002074688796680498,0.00017289073305670817
42,7,la clota,horta guinardo,13146.0,0.4852459016393443,0.14754098360655737,0.09180327868852459,0.6213114754098361,0.13934426229508196,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.004918032786885246,0.09836065573770492,0.12950819672131147,2.31  ,0.036065573770491806,0.1540983606557377,0.21475409836065573,0.1901639344262295,0.2459016393442623,0.8950819672131147,0.006557377049180328,0.0,0.0,0.004918032786885246,0.001639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003278688524590164,0.001639344262295082,0.0,0.0,0.0,0.003278688524590164,0.006557377049180328,0.0,0.003278688524590164,0.001639344262295082,0.001639344262295082,0.001639344262295082,0.004918032786885246,0.0,0.0,0.001639344262295082,0.0,0.0,0.001639344262295082,0.006557377049180328,0.0,0.0,0.0,0.03934426229508197,0.0,0.0,0.0,0.014754098360655738,0.0,0.0,0.0,0.001639344262295082,0.0
43,7,horta,horta guinardo,14467.770054276623,0.5307505146921205,0.13318360471645144,0.08736664795058956,0.5365150664420737,0.24293468089088527,144,54,36,70,24,0,14,32,12,108,27,0,6,4,67,8,7,6,42,67.52380952380952,23.252380952380953,8.774193548387096,0.0007860752386299832,0.06135130076735916,0.10952648324911099,2.53  ,0.03810593299644394,0.18847089650009358,0.20628860190903986,0.22728804042672657,0.19610705596107056,0.8933932247800861,0.006775219913906045,0.0022459292532285235,0.0012352610892756878,0.00722440576455175,0.0013101253977166386,0.0027325472580947033,0.002807411566535654,0.001160396780834737,0.0003368893879842785,0.0011229646266142617,0.0006363466217480816,0.0004117536964252293,0.00018716077110237696,0.0002620250795433277,0.0,0.0024705221785513757,0.007523862998315553,0.0005614823133071309,0.0005240501590866554,0.0021710649447875727,0.005577390978850833,0.0038180797304884894,0.00430469773535467,0.003668351113606588,0.00673778775968557,0.0012352610892756878,0.0019464720194647203,0.0019839041736851954,0.007486430844095077,0.0008235073928504586,0.001534718323039491,0.0014224218603780647,0.0017218790941418679,0.0012352610892756878,0.0007860752386299832,0.0010106681639528354,0.0013101253977166386,0.004679019277559424,0.003668351113606588,0.003256597417181359,0.0008983717012914093,0.00018716077110237696,0.0024705221785513757,0.0016470147857009171,0.0003743215422047539,0.0004117536964252293,0.0016844469399213925,3.743215422047539e-05
44,8,vilapicina i la torre llobeta,nou barris,13726.362236723848,0.5398382243757571,0.1283654409753429,0.09010980422804893,0.5448009065687156,0.2367238482278926,91,37,46,42,25,11,14,42,21,118,38,0,11,8,98,9,3,0,55,44.96363636363636,21.237575757575758,8.88888888888889,0.0011722871321949123,0.060255558594818494,0.11421984291352429,2.44  ,0.03438708921105076,0.18236880153178853,0.2273455511703333,0.22785354226095111,0.1883865421437224,0.8696025946621859,0.007072799030909304,0.0022273455511703333,0.000859677230276269,0.0035950138720643975,0.0010941346567152515,0.003321480207885585,0.0031260990191864326,0.0014458207963737252,0.0004689148528779649,0.0006252198038372865,0.0016021257473330468,0.0004689148528779649,0.00027353366417881287,0.0,0.00011722871321949122,0.0014848970341135555,0.004142081200422023,0.00027353366417881287,0.0004298386151381345,0.0011722871321949123,0.012309014888046579,0.006252198038372865,0.0067211128912508305,0.008362314876323707,0.0074244851705677775,0.0017584306982923684,0.0028134891172677894,0.002696260404048298,0.006330350513852526,0.0008206009925364386,0.0008206009925364386,0.004063928724942363,0.0014067445586338947,0.0016412019850728771,0.0003126099019186433,0.0018756594115118595,0.0007033722793169474,0.014028369348599117,0.006408502989332187,0.0005470673283576257,0.0008987534680160994,0.00011722871321949122,0.0035950138720643975,0.004063928724942363,0.00015630495095932164,0.0,0.0013676683208940644,7.815247547966082e-05
45,8,porta,nou barris,12376.07804,0.535,0.13268,0.085,0.5392,0.24312,94,31,33,57,23,4,7,31,14,105,19,1,6,2,74,10,6,2,49,36.10204081632653,17.84013605442177,8.897435897435898,0.00104,0.0628,0.11736,2.46  ,0.0458,0.22312,0.23556,0.20896,0.1438,0.85168,0.00496,0.00152,0.0006,0.00496,0.00092,0.0036,0.00364,0.0014,0.00064,0.00092,0.00064,0.00012,0.00028,0.00016,0.00012,0.0018,0.0104,0.00088,0.00116,0.00376,0.0098,0.00744,0.00776,0.00816,0.01204,0.00292,0.003,0.00232,0.00704,0.00036,0.00068,0.00444,0.0014,0.002,0.00056,0.00172,0.0006,0.00996,0.0064,0.00104,0.00212,0.00068,0.00508,0.0082,0.00016,0.00036,0.00132,4e-05
46,8,el turo de la peira,nou barris,10271.817676343182,0.5367556733691085,0.1415917760393095,0.09963147345962371,0.5376608262752958,0.221115924225771,124,22,10,32,5,0,9,10,4,52,13,0,1,0,41,3,5,2,20,53.45,26.075,8.866666666666667,0.0016809982543479667,0.05721859442684425,0.12290683390444171,2.51  ,0.052951445011960946,0.23553371694575548,0.23980086636063877,0.1989396780241805,0.11851037693153164,0.7933665222732269,0.003943880519816383,0.0016809982543479667,0.0007758453481606,0.005107648542057283,0.0007111915691472167,0.0023921898234951834,0.0037499191827762334,0.0008404991271739833,0.0003879226740803,0.00025861511605353334,0.00045257645309368334,0.00025861511605353334,0.00019396133704015,0.00032326889506691667,0.0,0.0015516906963212,0.011702334001422383,0.0022628822654684167,0.0007758453481606,0.0020042671494148834,0.038468998512963086,0.007887761039632766,0.00834033749272645,0.013512639813797116,0.007305877028512316,0.00329734272968255,0.0020689209284282667,0.0035559578457360834,0.02230555375961725,0.0006465377901338333,0.00019396133704015,0.0054309174371242,0.00174565203336135,0.00135772935928105,0.0003879226740803,0.0023275360444818,0.0020042671494148834,0.0081463761556863,0.022952091549751082,6.465377901338333e-05,0.0016163444753345834,0.0,0.0093101441779272,0.005883493890217883,6.465377901338333e-05,0.0,0.0008404991271739833,0.0
47,8,can peguera,nou barris,9596.081021576398,0.5266402465874064,0.14046675473359754,0.10347864376926465,0.5385292822545135,0.2175253192426244,1,2,0,0,0,0,0,3,0,2,2,0,0,0,0,0,1,2,2,19.5,14.25,8.0,0.00044033465433729633,0.07309555261999119,0.12329370321444298,2.42  ,0.047556142668428,0.2804931748128578,0.26860413914575076,0.14795244385733158,0.07485689123734038,0.9053280493174812,0.003963011889035667,0.0008806693086745927,0.00044033465433729633,0.002642007926023778,0.00044033465433729633,0.0017613386173491853,0.0017613386173491853,0.0008806693086745927,0.0,0.0008806693086745927,0.0,0.0008806693086745927,0.00044033465433729633,0.0,0.0,0.00044033465433729633,0.014090708938793483,0.00044033465433729633,0.0,0.003963011889035667,0.001321003963011889,0.003963011889035667,0.0017613386173491853,0.004403346543372964,0.0017613386173491853,0.002642007926023778,0.0008806693086745927,0.001321003963011889,0.004403346543372964,0.0008806693086745927,0.0,0.0,0.003963011889035667,0.001321003963011889,0.0008806693086745927,0.00044033465433729633,0.0008806693086745927,0.0030823425803610744,0.0017613386173491853,0.0008806693086745927,0.0035226772346983706,0.0,0.001321003963011889,0.0017613386173491853,0.0,0.0,0.0008806693086745927,0.0
48,8,la guineueta,nou barris,13921.830608627142,0.5377847810386711,0.13393736458538508,0.08515527542511982,0.5048256844593264,0.2760816755301687,57,16,5,10,7,2,2,18,7,44,19,0,4,1,24,3,4,14,8,31.0,15.072916666666668,8.714285714285714,0.0009191779922526427,0.04832250016413893,0.10583678025080429,2.46  ,0.041494320793119294,0.2067493926859694,0.24049635611581643,0.21456240562011686,0.15048256844593264,0.921410281662399,0.00531810124089029,0.0010504891340030202,0.0005909001378766989,0.004595889961263213,0.0008535224213774539,0.0018383559845052853,0.004398923248637647,0.0004595889961263213,0.0006565557087518875,0.0012474558466285864,0.00039393342525113255,0.00039393342525113255,0.00019696671262556627,6.565557087518876e-05,6.565557087518876e-05,0.0014444225592541526,0.0031514674020090604,0.00013131114175037753,0.00026262228350075505,0.0011161447048782089,0.003217122972884249,0.003282778543759438,0.0036767119690105706,0.004136300965136892,0.006762523800144442,0.0017727004136300964,0.0015100781301293415,0.002494911693257173,0.0020353226971308517,0.0004595889961263213,0.0009848335631278313,0.003217122972884249,0.0004595889961263213,0.0010504891340030202,0.0004595889961263213,0.00013131114175037753,0.0012474558466285864,0.005383756811765479,0.00262622283500755,0.0008535224213774539,0.0003282778543759438,6.565557087518876e-05,0.0011818002757533978,0.0030858118311338717,0.00019696671262556627,0.0,0.0007878668505022651,0.0
49,8,canyelles,nou barris,12787.818698949824,0.521732788798133,0.12222870478413068,0.08503500583430572,0.5412777129521587,0.2514585764294049,34,9,1,2,0,1,1,5,3,18,1,0,1,0,7,1,3,0,6,38.5,14.633333333333335,8.6,0.0005834305717619603,0.05236289381563594,0.09889148191365228,2.45  ,0.04507001166861144,0.26823220536756126,0.2804842473745624,0.16715285880980163,0.10020420070011668,0.9568261376896149,0.0027712952158693116,0.00029171528588098014,0.0,0.0026254375729288216,0.00014585764294049007,0.001896149358226371,0.0026254375729288216,0.0007292882147024504,0.0,0.00029171528588098014,0.0,0.0,0.0,0.0,0.0,0.0008751458576429405,0.0024795799299883316,0.00029171528588098014,0.0013127187864644108,0.0029171528588098016,0.0008751458576429405,0.0007292882147024504,0.001896149358226371,0.002187864644107351,0.003646441073512252,0.0010210035005834305,0.00043757292882147026,0.001750291715285881,0.0008751458576429405,0.0,0.00043757292882147026,0.002042007001166861,0.0005834305717619603,0.0005834305717619603,0.00029171528588098014,0.0014585764294049008,0.00014585764294049007,0.0010210035005834305,0.0013127187864644108,0.00014585764294049007,0.00014585764294049007,0.00014585764294049007,0.001750291715285881,0.00014585764294049007,0.0,0.0,0.0013127187864644108,0.0
